application_id,age,annual_income,employment_length,loan_amount,loan_purpose,interest_rate,dti_ratio,num_open_accounts,num_past_delinquencies,home_ownership,credit_score,months_since_last_delinq,default
31600,66,115038.0,4.0,18771.0,car,9.34,0.35,6,0,own,732.0,,0
31601,52,92410.0,2.6,13699.0,debt_consolidation,10.84,0.285,6,0,rent,718.0,,0
31602,56,34363.0,4.3,28683.0,other,10.14,0.219,6,0,rent,696.0,,0
31603,53,143334.0,,54363.0,debt_consolidation,10.85,0.497,3,1,rent,689.0,11.0,0
31604,49,57678.0,3.0,26510.0,other,14.18,0.46,8,0,rent,641.0,,0
31605,33,60695.0,3.5,4941.0,car,7.09,0.058,4,0,mortgage,736.0,,0
31606,42,63205.0,3.1,44491.0,other,10.8,0.378,6,2,rent,663.0,14.0,0
31607,48,64396.0,13.2,15831.0,debt_consolidation,13.23,0.449,5,1,rent,582.0,21.0,0
31608,70,227600.0,1.7,10919.0,other,9.96,0.37,5,0,rent,727.0,,0
31609,65,67290.0,,5465.0,debt_consolidation,12.1,0.502,7,1,own,674.0,6.0,0
31610,57,62917.0,5.7,16631.0,other,11.52,0.321,8,0,rent,690.0,,0
31611,61,74897.0,,6119.0,medical,11.86,0.234,10,0,mortgage,706.0,,0
31612,61,50683.0,2.8,10159.0,medical,8.35,0.437,8,0,mortgage,,,0
31613,54,81796.0,14.4,6864.0,debt_consolidation,8.27,0.159,3,0,mortgage,724.0,,0
31614,62,51556.0,5.2,13068.0,car,8.47,0.207,5,0,mortgage,737.0,,0
31615,24,76359.0,2.0,12968.0,debt_consolidation,11.49,0.397,4,0,mortgage,652.0,,0
31616,22,37671.0,10.7,7956.0,debt_consolidation,10.15,0.319,5,0,rent,732.0,,0
31617,43,52039.0,9.4,13883.0,debt_consolidation,11.46,0.385,4,1,own,689.0,42.0,0
31618,23,38550.0,4.0,22125.0,car,10.38,0.391,2,1,rent,691.0,31.0,0
31619,37,51650.0,4.7,14884.0,car,12.14,0.268,4,0,rent,712.0,,0
31620,30,30000.0,1.3,69619.0,debt_consolidation,15.47,0.647,4,0,mortgage,676.0,,1
31621,68,30000.0,13.3,12050.0,debt_consolidation,11.95,0.615,6,0,rent,654.0,,0
31622,53,61741.0,0.9,14773.0,medical,9.75,0.396,7,3,mortgage,689.0,56.0,0
31623,23,30355.0,1.5,32114.0,car,15.29,0.522,4,1,rent,668.0,11.0,0
31624,52,154943.0,3.1,9323.0,debt_consolidation,11.3,0.531,3,1,mortgage,661.0,37.0,0
31625,57,61946.0,4.6,23806.0,other,8.97,0.386,3,0,rent,715.0,,0
31626,37,90267.0,10.9,8560.0,car,9.5,0.299,5,0,rent,708.0,,0
31627,65,86975.0,2.2,10718.0,debt_consolidation,16.13,0.186,6,1,rent,609.0,47.0,1
31628,69,47805.0,1.2,19112.0,car,12.83,0.342,9,1,rent,681.0,8.0,1
31629,70,64116.0,0.7,10083.0,car,9.81,0.241,14,0,own,709.0,,0
31630,25,85564.0,,12085.0,car,9.29,0.29,4,0,rent,704.0,,0
31631,43,91855.0,2.3,4842.0,debt_consolidation,10.49,0.218,7,1,own,719.0,27.0,0
31632,59,108581.0,4.0,43280.0,other,11.19,0.374,6,0,own,695.0,,0
31633,43,50442.0,2.5,24506.0,debt_consolidation,11.28,0.159,3,1,rent,687.0,1.0,0
31634,45,89089.0,0.1,20098.0,debt_consolidation,7.38,0.368,7,0,rent,701.0,,0
31635,37,49985.0,2.2,11193.0,medical,6.82,0.184,8,0,rent,771.0,,0
31636,41,105686.0,7.5,5242.0,medical,10.07,0.5,5,0,rent,717.0,,0
31637,55,112044.0,,20328.0,other,12.39,0.533,6,0,rent,630.0,,0
31638,22,32457.0,1.1,20083.0,medical,14.71,0.492,6,1,mortgage,619.0,1.0,1
31639,60,83654.0,2.2,5085.0,other,10.18,0.358,8,0,mortgage,,,0
31640,57,44473.0,4.4,6646.0,debt_consolidation,11.31,0.289,7,0,rent,650.0,,0
31641,27,90031.0,0.5,15481.0,other,9.39,0.271,4,0,mortgage,696.0,,0
31642,59,44253.0,13.5,19319.0,medical,7.13,0.11,6,1,rent,739.0,4.0,0
31643,47,80028.0,,14730.0,other,10.04,0.516,10,1,rent,703.0,35.0,0
31644,36,90999.0,8.0,3109.0,debt_consolidation,8.17,0.325,8,1,own,738.0,1.0,0
31645,43,69860.0,,17662.0,medical,8.28,0.367,5,0,mortgage,722.0,,0
31646,46,101468.0,4.1,14736.0,debt_consolidation,8.1,0.268,5,0,mortgage,709.0,,0
31647,31,72418.0,4.3,6766.0,medical,7.91,0.281,4,0,rent,730.0,,0
31648,51,142985.0,1.0,16174.0,other,8.27,0.257,9,1,rent,732.0,27.0,0
31649,52,43254.0,0.0,10864.0,medical,7.26,0.071,5,0,mortgage,733.0,,0
31650,39,55814.0,5.9,4464.0,car,6.39,0.198,9,0,rent,726.0,,0
31651,44,30000.0,3.2,16338.0,debt_consolidation,10.07,0.355,3,0,mortgage,720.0,,0
31652,51,61824.0,0.8,28131.0,debt_consolidation,12.26,0.396,6,0,rent,681.0,,0
31653,46,40361.0,4.7,32570.0,other,14.71,0.656,5,0,rent,697.0,,0
31654,42,36119.0,,26192.0,debt_consolidation,15.77,0.376,4,1,rent,719.0,46.0,1
31655,68,38119.0,0.1,13371.0,debt_consolidation,9.7,0.451,3,0,mortgage,701.0,,0
31656,64,60878.0,15.3,10632.0,debt_consolidation,9.3,0.258,6,0,rent,,,0
31657,39,74370.0,3.6,7734.0,other,10.96,0.294,4,1,rent,659.0,14.0,0
31658,56,89836.0,1.3,4198.0,debt_consolidation,13.93,0.32,4,0,rent,709.0,,1
31659,61,116539.0,9.5,17099.0,other,9.73,0.369,4,1,rent,726.0,47.0,0
31660,26,94320.0,6.0,17408.0,debt_consolidation,9.15,0.261,6,1,rent,710.0,21.0,0
31661,50,42299.0,18.7,12290.0,debt_consolidation,12.98,0.23,9,0,rent,660.0,,0
31662,60,52897.0,0.1,33080.0,debt_consolidation,14.76,0.49,7,0,rent,625.0,,1
31663,23,66085.0,1.7,29976.0,medical,10.82,0.388,5,0,mortgage,,,0
31664,37,72078.0,2.3,22390.0,car,12.46,0.388,9,0,rent,725.0,,1
31665,60,137489.0,4.2,10365.0,car,12.11,0.342,6,1,rent,626.0,38.0,0
31666,67,67115.0,10.0,47189.0,debt_consolidation,9.29,0.198,4,1,rent,696.0,11.0,0
31667,70,109444.0,0.0,36437.0,debt_consolidation,12.38,0.497,4,0,mortgage,655.0,,0
31668,51,66252.0,0.5,7006.0,debt_consolidation,7.35,0.245,6,0,rent,754.0,,0
31669,23,71176.0,1.1,18694.0,debt_consolidation,11.04,0.337,4,0,rent,697.0,,0
31670,22,71735.0,0.2,22837.0,debt_consolidation,11.96,0.308,6,1,mortgage,605.0,26.0,0
31671,61,73502.0,1.1,8457.0,medical,14.32,0.407,9,0,mortgage,707.0,,1
31672,57,46928.0,13.5,25644.0,medical,5.47,0.207,9,1,rent,784.0,55.0,0
31673,30,71474.0,,32864.0,car,9.49,0.395,10,0,own,713.0,,0
31674,27,82852.0,1.3,10442.0,other,10.76,0.159,10,1,mortgage,673.0,62.0,0
31675,28,65466.0,0.6,13368.0,car,8.27,0.345,8,0,mortgage,782.0,,0
31676,64,30000.0,1.5,22609.0,car,12.98,0.295,2,1,rent,625.0,30.0,1
31677,59,67908.0,,43990.0,debt_consolidation,9.98,0.26,8,0,rent,726.0,,0
31678,68,104168.0,1.5,22707.0,car,10.23,0.522,4,0,rent,735.0,,0
31679,26,39682.0,11.6,11631.0,debt_consolidation,15.45,0.42,3,1,rent,691.0,60.0,1
31680,55,116467.0,,12515.0,debt_consolidation,8.27,0.163,7,0,mortgage,746.0,,0
31681,67,57989.0,3.3,19903.0,debt_consolidation,6.19,0.294,6,0,mortgage,765.0,,0
31682,47,59939.0,8.3,17045.0,car,10.86,0.421,7,3,rent,604.0,22.0,0
31683,59,80673.0,2.6,16181.0,debt_consolidation,9.25,0.441,5,0,mortgage,731.0,,0
31684,51,46673.0,3.2,7514.0,other,5.91,0.123,4,0,own,758.0,,0
31685,21,90250.0,,18474.0,debt_consolidation,10.4,0.491,7,0,own,664.0,,0
31686,42,119087.0,0.2,22093.0,debt_consolidation,13.59,0.399,7,0,rent,669.0,,0
31687,34,39343.0,6.9,11387.0,other,8.06,0.194,7,0,own,724.0,,0
31688,25,56401.0,2.0,22350.0,medical,11.07,0.407,3,0,own,649.0,,0
31689,50,164786.0,0.2,29454.0,car,8.76,0.447,7,1,mortgage,658.0,66.0,0
31690,67,125300.0,4.3,25746.0,debt_consolidation,9.96,0.308,6,0,mortgage,747.0,,0
31691,23,30000.0,6.5,36855.0,debt_consolidation,12.38,0.442,2,0,mortgage,691.0,,1
31692,37,110950.0,1.6,8244.0,debt_consolidation,10.55,0.372,8,0,rent,679.0,,0
31693,54,30000.0,9.0,22514.0,debt_consolidation,9.67,0.424,10,0,mortgage,682.0,,0
31694,36,86057.0,4.7,43501.0,debt_consolidation,11.57,0.302,8,1,mortgage,668.0,23.0,0
31695,26,41940.0,2.7,37371.0,debt_consolidation,11.68,0.423,10,0,rent,709.0,,0
31696,30,77619.0,2.6,4378.0,medical,10.67,0.219,11,0,mortgage,700.0,,0
31697,22,67310.0,2.1,12113.0,debt_consolidation,7.4,0.128,6,0,mortgage,793.0,,0
31698,70,82287.0,5.3,18605.0,car,9.07,0.143,6,0,own,684.0,,0
31699,45,89151.0,20.8,4246.0,other,9.45,0.308,4,0,rent,685.0,,0
31700,68,61404.0,0.8,20073.0,debt_consolidation,12.47,0.39,6,1,own,684.0,30.0,0
31701,55,55058.0,3.8,5861.0,medical,8.69,0.413,8,0,rent,760.0,,0
31702,38,100295.0,2.2,12655.0,other,9.88,0.334,9,0,rent,731.0,,0
31703,68,76956.0,5.3,11041.0,debt_consolidation,9.31,0.466,4,0,own,737.0,,0
31704,34,49951.0,7.2,11341.0,medical,8.44,0.247,3,0,mortgage,753.0,,0
31705,30,58248.0,1.5,13353.0,debt_consolidation,9.41,0.264,6,0,mortgage,712.0,,0
31706,61,65905.0,0.4,4654.0,debt_consolidation,7.86,0.257,5,1,mortgage,733.0,17.0,0
31707,48,59546.0,2.6,21474.0,debt_consolidation,10.41,0.337,3,0,own,702.0,,0
31708,42,82296.0,10.8,18513.0,car,10.73,0.402,6,0,mortgage,713.0,,0
31709,50,47515.0,11.8,20778.0,debt_consolidation,10.58,0.356,5,0,rent,762.0,,0
31710,69,152883.0,5.2,31690.0,debt_consolidation,7.3,0.291,9,0,rent,741.0,,0
31711,35,71782.0,11.7,29507.0,debt_consolidation,8.87,0.39,4,0,rent,772.0,,0
31712,66,33281.0,17.0,16178.0,other,9.33,0.36,8,1,mortgage,689.0,21.0,0
31713,66,86059.0,0.5,20306.0,medical,9.04,0.433,9,0,rent,742.0,,0
31714,58,48139.0,4.6,30510.0,debt_consolidation,8.95,0.348,6,1,own,690.0,13.0,0
31715,28,61621.0,3.8,8568.0,debt_consolidation,10.43,0.315,11,0,own,723.0,,0
31716,25,57245.0,3.6,20517.0,debt_consolidation,8.78,0.382,6,0,rent,710.0,,0
31717,27,84151.0,9.5,8485.0,other,10.31,0.358,5,0,rent,724.0,,0
31718,56,97782.0,3.7,7763.0,debt_consolidation,12.16,0.244,8,1,own,659.0,120.0,0
31719,40,73686.0,17.1,10832.0,debt_consolidation,13.0,0.283,5,0,mortgage,657.0,,0
31720,70,182966.0,8.4,15580.0,car,7.31,0.249,6,0,rent,718.0,,0
31721,21,43211.0,0.8,20845.0,medical,12.0,0.412,7,2,own,641.0,31.0,0
31722,39,122652.0,1.2,9381.0,car,13.73,0.445,3,1,rent,660.0,3.0,1
31723,34,120830.0,4.1,35569.0,debt_consolidation,7.84,0.318,11,1,mortgage,745.0,48.0,0
31724,65,88087.0,0.9,18085.0,debt_consolidation,10.39,0.365,4,0,own,697.0,,0
31725,27,76253.0,20.9,13561.0,medical,10.2,0.326,8,0,rent,710.0,,0
31726,41,102863.0,2.4,12494.0,car,8.38,0.406,7,0,mortgage,728.0,,0
31727,64,65344.0,6.5,12329.0,debt_consolidation,6.65,0.147,5,0,rent,772.0,,0
31728,69,61410.0,2.8,8359.0,car,9.82,0.333,10,0,rent,717.0,,0
31729,66,61988.0,8.3,8159.0,debt_consolidation,8.75,0.22,4,0,mortgage,754.0,,0
31730,53,81408.0,17.9,13437.0,other,7.63,0.215,4,0,mortgage,714.0,,0
31731,29,50807.0,9.6,13850.0,other,12.97,0.335,3,1,mortgage,674.0,12.0,0
31732,25,44299.0,0.1,24152.0,debt_consolidation,11.6,0.515,8,0,rent,739.0,,0
31733,41,42075.0,5.7,57564.0,debt_consolidation,16.09,0.412,4,1,rent,629.0,6.0,1
31734,44,43763.0,4.0,20140.0,other,9.69,0.425,2,0,mortgage,746.0,,0
31735,46,51632.0,0.6,8604.0,debt_consolidation,10.87,0.475,6,1,rent,,8.0,0
31736,23,45904.0,1.1,12562.0,medical,12.85,0.351,7,2,rent,720.0,25.0,1
31737,54,75277.0,8.8,51308.0,car,8.79,0.257,2,1,rent,668.0,3.0,0
31738,40,47035.0,0.4,57198.0,car,11.49,0.461,5,0,own,740.0,,0
31739,26,76943.0,3.2,17364.0,other,15.97,0.544,2,1,mortgage,571.0,38.0,0
31740,66,184337.0,2.6,44042.0,other,8.48,0.207,3,0,own,708.0,,0
31741,38,115777.0,11.4,31203.0,other,9.87,0.229,9,0,rent,659.0,,0
31742,32,39595.0,,21087.0,medical,8.04,0.379,7,0,rent,762.0,,0
31743,45,59869.0,6.2,19170.0,debt_consolidation,9.82,0.418,8,0,rent,718.0,,0
31744,68,43331.0,7.3,32149.0,medical,8.82,0.344,4,0,mortgage,706.0,,0
31745,62,81448.0,0.5,30315.0,other,12.07,0.482,2,0,mortgage,706.0,,0
31746,25,68704.0,1.7,7883.0,other,8.44,0.231,9,0,own,740.0,,0
31747,55,77959.0,2.0,10173.0,debt_consolidation,9.08,0.139,2,0,mortgage,713.0,,0
31748,54,44731.0,8.1,17705.0,car,11.8,0.398,9,1,rent,704.0,5.0,1
31749,65,56500.0,1.1,13209.0,debt_consolidation,8.54,0.311,8,0,mortgage,696.0,,0
31750,69,118563.0,2.7,7888.0,medical,9.31,0.18,6,0,rent,726.0,,0
31751,58,87472.0,3.3,5818.0,car,11.72,0.375,4,1,rent,699.0,9.0,0
31752,53,48291.0,3.2,11962.0,debt_consolidation,7.21,0.414,4,0,own,726.0,,0
31753,38,37025.0,3.9,10198.0,car,6.41,0.291,7,1,mortgage,731.0,55.0,0
31754,65,73243.0,10.2,27826.0,car,14.25,0.394,5,1,rent,589.0,27.0,0
31755,68,72640.0,3.1,30148.0,debt_consolidation,10.47,0.01,3,0,mortgage,724.0,,0
31756,70,43431.0,2.7,14743.0,car,9.34,0.365,11,0,mortgage,741.0,,0
31757,68,66816.0,8.2,23991.0,car,11.96,0.301,5,2,mortgage,671.0,13.0,0
31758,53,57386.0,19.4,12416.0,debt_consolidation,8.73,0.242,9,1,mortgage,730.0,10.0,0
31759,68,58931.0,0.4,52010.0,car,10.23,0.225,5,2,rent,689.0,20.0,0
31760,60,60942.0,1.8,21730.0,debt_consolidation,11.97,0.364,8,1,mortgage,609.0,18.0,0
31761,33,72618.0,9.3,28344.0,other,9.36,0.356,9,0,mortgage,725.0,,0
31762,22,62710.0,8.9,18015.0,debt_consolidation,12.38,0.565,6,0,mortgage,671.0,,0
31763,70,136296.0,1.5,28840.0,car,6.77,0.355,8,0,mortgage,717.0,,0
31764,42,73695.0,0.1,34949.0,other,9.61,0.239,4,0,own,744.0,,0
31765,64,108195.0,,7317.0,car,11.91,0.212,7,0,mortgage,,,0
31766,35,35777.0,20.8,23304.0,debt_consolidation,10.86,0.476,6,0,rent,722.0,,0
31767,39,71031.0,5.6,18137.0,car,10.96,0.501,8,0,mortgage,714.0,,0
31768,62,63092.0,15.5,7653.0,debt_consolidation,8.34,0.268,5,1,rent,763.0,19.0,0
31769,47,95867.0,2.5,15186.0,debt_consolidation,7.91,0.334,5,0,mortgage,801.0,,0
31770,54,80419.0,10.0,10040.0,car,8.83,0.237,3,0,mortgage,692.0,,0
31771,37,133314.0,1.7,27876.0,medical,8.81,0.367,7,1,rent,,3.0,0
31772,51,46452.0,2.5,10593.0,other,6.02,0.32,9,0,own,760.0,,0
31773,45,49734.0,0.2,29049.0,debt_consolidation,10.2,0.358,4,0,mortgage,705.0,,0
31774,67,89079.0,0.5,11959.0,debt_consolidation,5.43,0.063,6,0,rent,750.0,,0
31775,45,64611.0,2.6,9106.0,debt_consolidation,9.85,0.36,6,0,mortgage,,,0
31776,25,40099.0,4.9,8795.0,car,6.55,0.236,5,0,rent,743.0,,0
31777,57,86123.0,,39643.0,medical,14.78,0.436,5,0,rent,680.0,,1
31778,68,61424.0,16.9,19530.0,other,12.26,0.345,5,1,mortgage,638.0,43.0,0
31779,65,92691.0,6.4,13799.0,other,12.89,0.512,1,0,mortgage,681.0,,0
31780,26,30000.0,5.2,35271.0,car,12.22,0.485,4,0,rent,725.0,,1
31781,70,67894.0,10.1,55091.0,car,10.7,0.291,6,0,mortgage,716.0,,0
31782,38,70809.0,1.8,11140.0,other,7.44,0.35,4,0,rent,747.0,,0
31783,62,80509.0,13.8,36961.0,debt_consolidation,8.36,0.429,10,0,rent,741.0,,0
31784,52,97261.0,,14415.0,debt_consolidation,10.46,0.326,5,1,rent,648.0,54.0,0
31785,69,69084.0,7.5,18502.0,debt_consolidation,12.85,0.286,4,3,own,619.0,1.0,0
31786,38,80706.0,3.2,11540.0,debt_consolidation,12.92,0.368,7,0,mortgage,702.0,,0
31787,51,68477.0,12.7,20645.0,debt_consolidation,12.09,0.397,5,0,rent,699.0,,0
31788,55,100271.0,5.1,25453.0,debt_consolidation,12.17,0.376,6,0,own,672.0,,0
31789,28,31231.0,2.5,25893.0,other,11.35,0.457,9,0,rent,656.0,,0
31790,59,30000.0,9.0,9948.0,other,10.24,0.447,3,0,rent,,,0
31791,28,109677.0,1.3,40302.0,medical,13.91,0.496,7,0,rent,694.0,,0
31792,62,57762.0,4.6,58786.0,medical,13.54,0.429,4,1,own,641.0,23.0,1
31793,27,30000.0,10.5,25494.0,debt_consolidation,10.06,0.52,9,0,mortgage,717.0,,0
31794,29,58369.0,2.6,32511.0,car,7.18,0.157,13,0,mortgage,748.0,,0
31795,45,54240.0,,6571.0,car,8.23,0.313,6,1,mortgage,,14.0,0
31796,30,74509.0,1.2,10239.0,debt_consolidation,12.4,0.574,6,0,mortgage,646.0,,0
31797,24,76066.0,29.1,41819.0,car,11.05,0.54,6,1,rent,709.0,14.0,0
31798,23,50215.0,3.4,35008.0,medical,9.47,0.381,9,0,own,700.0,,0
31799,35,98587.0,0.3,19219.0,medical,11.24,0.491,2,0,mortgage,724.0,,0
31800,45,39720.0,4.3,13168.0,car,8.05,0.221,6,1,rent,711.0,40.0,0
31801,23,30000.0,9.7,17650.0,medical,7.61,0.262,10,0,mortgage,751.0,,0
31802,27,66290.0,1.5,22845.0,medical,12.58,0.326,8,1,rent,679.0,1.0,1
31803,51,62908.0,3.6,31803.0,car,6.83,0.157,3,0,rent,760.0,,0
31804,36,30000.0,,14852.0,other,13.14,0.549,10,1,rent,713.0,7.0,1
31805,58,96248.0,3.5,6603.0,debt_consolidation,7.7,0.347,1,0,rent,755.0,,0
31806,63,34908.0,9.7,19972.0,debt_consolidation,6.63,0.214,6,0,rent,764.0,,0
31807,22,57261.0,5.7,7197.0,medical,12.14,0.481,3,1,rent,690.0,3.0,0
31808,68,108396.0,2.9,44015.0,medical,14.1,0.382,4,0,rent,738.0,,1
31809,55,80919.0,2.7,25547.0,car,9.25,0.494,5,1,own,687.0,2.0,0
31810,62,81646.0,2.9,38255.0,debt_consolidation,11.71,0.351,6,3,rent,693.0,53.0,1
31811,44,55044.0,14.1,28634.0,car,9.57,0.278,5,1,rent,692.0,36.0,0
31812,21,64591.0,7.1,24578.0,car,7.39,0.142,4,0,rent,732.0,,0
31813,65,95142.0,12.6,9047.0,medical,7.34,0.05,9,0,mortgage,766.0,,0
31814,49,52325.0,0.1,12459.0,medical,10.08,0.276,5,2,mortgage,708.0,17.0,0
31815,22,36210.0,2.1,10481.0,car,10.07,0.329,9,0,rent,731.0,,0
31816,29,89466.0,3.8,12815.0,debt_consolidation,12.82,0.247,1,0,rent,674.0,,0
31817,31,146025.0,4.4,16563.0,car,13.9,0.406,6,1,own,660.0,6.0,0
31818,39,129986.0,1.1,10611.0,car,9.37,0.31,8,0,rent,733.0,,0
31819,43,30000.0,3.6,8002.0,car,9.3,0.438,4,1,mortgage,778.0,68.0,0
31820,42,118397.0,8.8,5668.0,debt_consolidation,9.19,0.225,6,0,rent,733.0,,0
31821,64,56618.0,2.6,8623.0,medical,9.23,0.191,9,1,own,734.0,3.0,0
31822,68,172598.0,3.4,22284.0,debt_consolidation,8.31,0.223,5,0,own,726.0,,0
31823,54,44950.0,1.6,16993.0,car,13.41,0.344,6,1,mortgage,713.0,8.0,0
31824,52,42739.0,0.0,23069.0,other,9.34,0.174,7,0,own,708.0,,0
31825,64,73644.0,0.8,13636.0,car,8.11,0.231,7,0,rent,706.0,,0
31826,34,53871.0,0.2,13238.0,debt_consolidation,6.7,0.279,4,0,mortgage,738.0,,0
31827,48,59381.0,3.6,21333.0,medical,13.63,0.227,7,0,mortgage,705.0,,1
31828,53,109102.0,1.8,19027.0,medical,11.89,0.423,4,0,rent,660.0,,0
31829,35,113224.0,3.0,19402.0,medical,11.51,0.349,9,0,own,662.0,,0
31830,68,50195.0,7.8,15618.0,debt_consolidation,10.5,0.421,5,0,mortgage,667.0,,0
31831,32,133527.0,2.1,20989.0,car,11.5,0.393,6,0,mortgage,675.0,,0
31832,23,34827.0,1.1,7061.0,other,5.82,0.316,5,0,rent,736.0,,0
31833,37,49995.0,6.7,19820.0,debt_consolidation,11.21,0.424,10,0,own,688.0,,0
31834,61,232155.0,2.3,11826.0,debt_consolidation,10.59,0.383,5,0,mortgage,711.0,,0
31835,39,78348.0,23.4,17700.0,other,9.14,0.46,5,1,own,721.0,43.0,0
31836,31,47221.0,8.9,10557.0,car,9.77,0.175,7,0,mortgage,739.0,,0
31837,64,84820.0,12.1,6434.0,medical,9.58,0.212,9,0,rent,732.0,,0
31838,28,85703.0,3.4,8855.0,debt_consolidation,12.22,0.479,6,0,rent,693.0,,0
31839,28,72617.0,23.3,24382.0,other,6.76,0.198,6,0,rent,713.0,,0
31840,65,134656.0,2.9,13169.0,debt_consolidation,14.34,0.482,5,1,mortgage,654.0,22.0,0
31841,37,44459.0,6.0,16466.0,debt_consolidation,6.49,0.251,5,0,mortgage,775.0,,0
31842,21,44613.0,0.4,18685.0,car,10.49,0.418,7,0,rent,713.0,,0
31843,42,45165.0,4.2,8400.0,car,6.08,0.081,7,0,own,733.0,,0
31844,58,50347.0,3.2,5496.0,debt_consolidation,13.9,0.445,6,0,rent,684.0,,0
31845,58,74577.0,,16069.0,car,10.46,0.281,11,0,mortgage,698.0,,0
31846,25,37988.0,0.4,12473.0,medical,5.18,0.204,5,0,rent,771.0,,0
31847,35,73973.0,7.3,22851.0,car,11.43,0.327,2,0,mortgage,653.0,,0
31848,51,93925.0,16.8,13270.0,debt_consolidation,9.71,0.279,3,0,own,733.0,,0
31849,54,41377.0,9.9,2893.0,debt_consolidation,10.24,0.16,10,1,rent,662.0,2.0,1
31850,52,53480.0,4.2,25866.0,debt_consolidation,11.47,0.427,7,0,mortgage,733.0,,0
31851,37,52154.0,2.7,24014.0,debt_consolidation,9.59,0.477,7,0,rent,687.0,,0
31852,64,68243.0,4.6,10353.0,other,5.48,0.075,2,0,own,732.0,,0
31853,24,56600.0,16.7,15240.0,debt_consolidation,9.26,0.161,3,1,own,728.0,6.0,0
31854,62,112122.0,0.1,10842.0,other,7.42,0.126,8,0,rent,716.0,,0
31855,67,118729.0,15.5,15328.0,debt_consolidation,7.08,0.243,8,1,mortgage,732.0,6.0,0
31856,55,50104.0,2.2,22740.0,medical,12.99,0.602,1,0,mortgage,623.0,,0
31857,42,92036.0,1.5,15852.0,debt_consolidation,8.23,0.192,7,1,mortgage,717.0,20.0,0
31858,40,123831.0,2.0,21388.0,other,5.97,0.279,4,0,own,741.0,,0
31859,42,116188.0,4.5,7421.0,debt_consolidation,8.29,0.339,6,2,own,694.0,6.0,0
31860,29,68808.0,8.8,7119.0,debt_consolidation,8.97,0.365,9,0,rent,731.0,,0
31861,32,62284.0,1.8,28372.0,debt_consolidation,13.56,0.553,5,0,mortgage,638.0,,0
31862,52,37758.0,1.3,16912.0,debt_consolidation,8.72,0.292,7,0,rent,726.0,,0
31863,48,57771.0,3.2,15382.0,medical,10.67,0.327,11,0,own,700.0,,0
31864,45,34970.0,,45834.0,car,13.83,0.431,6,0,own,685.0,,1
31865,44,113815.0,1.8,39920.0,medical,12.64,0.446,5,0,rent,718.0,,0
31866,24,54130.0,11.8,19353.0,debt_consolidation,13.72,0.443,5,1,mortgage,665.0,1.0,1
31867,64,72449.0,,11221.0,debt_consolidation,12.15,0.277,7,0,rent,642.0,,0
31868,68,58138.0,4.1,16616.0,car,7.01,0.185,6,0,rent,707.0,,0
31869,33,34026.0,11.4,10147.0,other,13.55,0.502,6,2,mortgage,670.0,5.0,1
31870,36,89933.0,0.6,17083.0,debt_consolidation,16.79,0.57,10,1,mortgage,570.0,10.0,0
31871,52,89009.0,8.8,19606.0,car,9.43,0.242,11,0,own,,,0
31872,21,91137.0,2.0,37754.0,debt_consolidation,10.1,0.475,6,1,own,696.0,9.0,0
31873,26,30000.0,1.6,14519.0,car,7.81,0.349,4,0,own,734.0,,0
31874,66,137650.0,,17768.0,debt_consolidation,13.77,0.546,3,1,rent,687.0,1.0,1
31875,29,59299.0,2.8,17016.0,car,5.0,0.113,4,0,rent,827.0,,0
31876,49,99221.0,0.8,28082.0,debt_consolidation,10.04,0.34,7,0,own,711.0,,0
31877,65,30000.0,,5476.0,medical,9.85,0.209,5,1,rent,691.0,21.0,0
31878,57,87567.0,0.2,36261.0,debt_consolidation,9.38,0.451,9,1,mortgage,735.0,33.0,0
31879,34,62444.0,6.3,23276.0,car,11.36,0.465,10,1,rent,,12.0,0
31880,28,56491.0,,9301.0,other,7.63,0.307,5,2,mortgage,739.0,27.0,0
31881,56,69313.0,2.0,9112.0,other,9.81,0.158,5,1,rent,670.0,34.0,0
31882,41,51281.0,0.1,7429.0,car,12.97,0.466,5,1,own,646.0,8.0,0
31883,69,40846.0,2.9,24999.0,car,8.87,0.181,8,0,rent,,,0
31884,53,40404.0,1.1,30770.0,medical,11.4,0.348,2,2,rent,656.0,37.0,0
31885,21,60601.0,0.2,20367.0,car,7.2,0.219,5,0,rent,740.0,,0
31886,33,115805.0,6.3,29813.0,debt_consolidation,11.31,0.129,8,1,own,676.0,9.0,0
31887,58,120400.0,0.6,25217.0,debt_consolidation,7.46,0.185,4,0,rent,713.0,,0
31888,56,80360.0,0.6,7200.0,car,7.76,0.144,5,0,rent,710.0,,0
31889,58,58722.0,2.7,7814.0,debt_consolidation,10.17,0.406,7,0,mortgage,725.0,,0
31890,32,161505.0,12.3,18544.0,other,9.23,0.35,3,1,mortgage,769.0,42.0,0
31891,33,87197.0,4.2,6586.0,debt_consolidation,10.36,0.359,7,0,rent,686.0,,0
31892,31,82939.0,1.3,8779.0,debt_consolidation,9.3,0.39,7,0,rent,716.0,,0
31893,55,39578.0,1.4,38591.0,other,11.94,0.585,5,0,mortgage,671.0,,0
31894,21,67171.0,0.3,25945.0,car,8.6,0.23,6,0,rent,733.0,,0
31895,61,42535.0,6.4,3014.0,debt_consolidation,11.89,0.275,8,0,rent,642.0,,0
31896,35,165611.0,1.1,8102.0,debt_consolidation,11.48,0.31,6,1,own,699.0,17.0,0
